ID	Gerência - CC	Nome	Processo	Programa	Versão	Data e Hora	Ciclo	Fuso	Torque	Ângulo	Status	FZ	Identificador
19918	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	4	1	25,3	23	OK	520988	373623208
19917	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	3	1	25,2	13	OK	520988	373623208
19916	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	2	1	25,01	38	OK	520988	373623208
19915	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	1	1	25,39	66	OK	520988	373623208
-	OCP - 204.4	GE PM Suspensão AXOR FL4	MultiEtapa (150±12Nm)+(90°) - Atual	2	6	25/11/2017 11:42	2	1	151	90	OK	520988	373623208
-	OCP - 204.4	GE PM Suspensão AXOR FL4	MultiEtapa (150±12Nm)+(90°) - Atual	2	6	25/11/2017 11:42	1	1	150	90	OK	520988	373623208
-	OCP - 204.4	GE PM Suspensão Axor FL4 LD	MultiEtapa (225±45Nm)+(90°) - Atual	2	5	25/11/2017 11:41	1	1	225,5	90	OK	520988	373623208
-	OCP - 204.4	GE PM Suspensao Axor FL4 LE	MultiEtapa (225±45Nm)+(90°) - Atual	2	5	25/11/2017 11:41	1	1	225,8	90	OK	520988	373623208
9175	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	3	27/11/2017 07:45	5	1	93,03	45	OK	520988	373623208
9174	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	3	27/11/2017 07:45	4	1	92,69	45	OK	520988	373623208
9173	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	3	27/11/2017 07:44	3	1	92,24	45	OK	520988	373623208
9172	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	3	27/11/2017 07:44	2	1	92,13	45	OK	520988	373623208
9171	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	3	27/11/2017 07:44	1	1	93,14	45	OK	520988	373623208
82723	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	5	27/11/2017 07:44	4	1	92,05	45	OK	520988	373623208
82722	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	5	27/11/2017 07:44	3	1	92,17	45	OK	520988	373623208
82721	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	5	27/11/2017 07:44	2	1	92,17	45	OK	520988	373623208
82720	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL4/FL2 MultiEtapa	4	5	27/11/2017 07:44	1	1	92,05	45	OK	520988	373623208
9170	OCP - 204.4	GE MI Suspensao LE	Suspensão Interna Axor FL4/FL2 MultiEtapa	3	3	27/11/2017 07:43	3	1	150,1	45	OK	520988	373623208
82719	OCP - 204.4	GE MI Suspensao LD	Suspensão Interna Axor FL4/FL2 MultiEtapa	3	5	27/11/2017 07:43	3	1	150,9	45	OK	520988	373623208
9169	OCP - 204.4	GE MI Suspensao LE	Suspensão Interna Axor FL4/FL2 MultiEtapa	3	3	27/11/2017 07:43	2	1	151,4	45	OK	520988	373623208
82718	OCP - 204.4	GE MI Suspensao LD	Suspensão Interna Axor FL4/FL2 MultiEtapa	3	5	27/11/2017 07:43	2	1	150,4	45	OK	520988	373623208
9168	OCP - 204.4	GE MI Suspensao LE	Suspensão Interna Axor FL4/FL2 MultiEtapa	3	3	27/11/2017 07:43	1	1	150,3	45	OK	520988	373623208
82717	OCP - 204.4	GE MI Suspensao LD	Suspensão Interna Axor FL4/FL2 MultiEtapa	3	5	27/11/2017 07:43	1	1	150,3	45	OK	520988	373623208
10923	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL6 MultiEtapa	10	1	30/11/2017 18:46	4	1	92,47	45	OK	522147	373748546
10922	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL6 MultiEtapa	10	1	30/11/2017 18:46	3	1	69,41	20	OK	522147	373748546
10921	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL6 MultiEtapa	10	1	30/11/2017 18:46	2	1	92,0	45	OK	522147	373748546
10920	OCP - 204.4	GE MI Suspensao LE	Suspensão Frontal Axor FL6 MultiEtapa	10	1	30/11/2017 18:46	1	1	92,69	45	OK	522147	373748546
84417	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL6 MultiEtapa	10	0	30/11/2017 18:45	3	1	92,4	45	OK	522147	373748546
84416	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL6 MultiEtapa	10	0	30/11/2017 18:45	2	1	92,63	45	OK	522147	373748546
84415	OCP - 204.4	GE MI Suspensao LD	Suspensão Frontal Axor FL6 MultiEtapa	10	0	30/11/2017 18:45	1	1	92,98	45	OK	522147	373748546
10918	OCP - 204.4	GE MI Suspensao LE	Suspensão Interna Axor FL6 MultiEtapa	9	0	30/11/2017 18:44	3	1	151,2	44	OK	522147	373748546
84414	OCP - 204.4	GE MI Suspensao LD	Suspensão Interna Axor FL6 MultiEtapa	9	0	30/11/2017 18:44	3	1	150,8	45	OK	522147	373748546
10917	OCP - 204.4	GE MI Suspensao LE	Suspensão Interna Axor FL6 MultiEtapa	9	0	30/11/2017 18:44	2	1	150,2	45	OK	522147	373748546
84413	OCP - 204.4	GE MI Suspensao LD	Suspensão Interna Axor FL6 MultiEtapa	9	0	30/11/2017 18:44	2	1	150	45	OK	522147	373748546
10916	OCP - 204.4	GE MI Suspensao LE	Suspensão Interna Axor FL6 MultiEtapa	9	0	30/11/2017 18:44	1	1	151,4	45	OK	522147	373748546
84412	OCP - 204.4	GE MI Suspensao LD	Suspensão Interna Axor FL6 MultiEtapa	9	0	30/11/2017 18:44	1	1	150,8	45	OK	522147	373748546
-	OCP - 204.4	GE PM Suspensão AXOR FL6	AXOR code FL6 (2 apertos)- Atual	1	5	30/11/2017 13:31	1	1	171,2	18	OK	522147	373748546
